,name,price,supply,link
0," AGU (AUE), 10 A , 250 В, 10x38 мм, Предохранитель",84,1808 шт.,/product/agu-aue-10a-10x38
1," AGU (AUE), 20 A , 250 В, 10x38 мм, Предохранитель",58,4458 шт.,/product/agu-aue-20a-10x38
2," AGU (AUE), 30 A , 250 В, 10x38 мм, Предохранитель",98,867 шт.,/product/agu-aue-30a-10x38
3," AGU (AUE), 40 А, 250 В, 10x38 мм, Предохранитель",98,815 шт.,/product/agu-aue-40a-10x38
4," AGU (AUE), 50 A , 250 В, 10x38 мм, Предохранитель",98,654 шт.,/product/agu-aue-50a-10x38
5," AGU (AUE), 60 А, 250 В, 10x38 мм, Предохранитель",98,284 шт.,/product/agu-aue-60a-10x38
6," AGU (AUE), 70 A , 250 В, 10x38 мм, Предохранитель",89,310 шт.,/product/agu-aue-70a-10x38
7," H520 (ZH214), 0.05 А, 250В, 5х20 мм, Предохранитель стеклянный быстродействующий",65,1157 шт.,/product/h520-zh214-0.05
8," H520 (ZH214), 0.1 А, 250В, 5х20 мм, Предохранитель стеклянный быстродействующий",15,28040 шт.,/product/h520-0.1a
9," H520 (ZH214), 0.25 А, 250В (ВПБ6-2), 5х20 мм, Предохранитель стеклянный ...",15,13225 шт.,/product/h520-0.25a
10," H520 (ZH214), 0.5 А, 250В (ВПБ6-5), 5х20 мм, Предохранитель стеклянный ...",15,23686 шт.,/product/h520-0.5a
11," H520 (ZH214), 0.63 А, 250В, 5х20 мм, Предохранитель стеклянный быстродействующий",15,11564 шт.,/product/h520-0.63a
12," H520 (ZH214), 1 А, 250В (ВПБ6-7), 5х20 мм, Предохранитель стеклянный ...",10,1552 шт.,/product/h520-1a
13," H520 (ZH214), 1.6 А, 250В, 5х20 мм, Предохранитель стеклянный быстродействующий",15,12973 шт.,/product/h520-1.6a
14," H520 (ZH214), 2 А, 250В (ВПБ6-10), 5х20 мм, Предохранитель стеклянный ...",15,18735 шт.,/product/h520-2a
15," H520 (ZH214), 3 А, 250В (ВПБ6-11), 5х20 мм, Предохранитель стеклянный ...",15,2884 шт.,/product/h520-3a
16," H520 (ZH214), 3.15 А, 250В, 5х20 мм, Предохранитель стеклянный быстродействующий",15,31320 шт.,/product/h520-3.15a
17," H520 (ZH214), 4 А, 250В (ВПБ6-12), 5х20 мм, Предохранитель стеклянный ...",15,18589 шт.,/product/h520-4a
18," H520 (ZH214), 5 А, 250В (ВПБ6-13), 5х20 мм, Предохранитель стеклянный ...",15,9022 шт.,/product/h520-5a
19," H520 (ZH214), 6 А, 250В, 5х20 мм, Предохранитель стеклянный быстродействующий",15,544 шт.,/product/h520-6a
20," H520 (ZH214), 6.3 А, 250В, 5х20 мм, Предохранитель стеклянный быстродействующий",15,16412 шт.,/product/h520-6.3
21," H520 (ZH214), 8 А, 250В, 5х20 мм, Предохранитель стеклянный быстродействующий",15,20913 шт.,/product/h520-8
22," H520 (ZH214), 10 А, 250В, 5х20 мм, Предохранитель стеклянный быстродействующий",15,19999 шт.,/product/h520-10a
23," H520 (ZH214), 15 А, 250В, 5х20 мм, Предохранитель стеклянный быстродействующий",15,8569 шт.,/product/h520-15a
24," H520 (ZH214), 20 А, 250В, 5х20 мм, Предохранитель стеклянный быстродействующий",15,5633 шт.,/product/h520-20
25," H520 (ZH214), 30 А, 250В, 5х20 мм, Предохранитель стеклянный быстродействующий",10,3585 шт.,/product/h520-zh214-30-a-250v-5x20-mm
26," H520PT, 0.25 А, 250 В, Предохранитель выводной",14,13970 шт.,/product/h520pt-0.25a
27," H520PT, 0.5 А, 250 В, Предохранитель выводной",18,15051 шт.,/product/h520pt-0.5a
28," H520PT, 1 А, 250 В, Предохранитель выводной",18,3414 шт.,/product/h520pt-1a
29," H520PT, 15 A, 250 В, Предохранитель выводной",17,574 шт.,/product/h520pt-15-a-250
30," H520PT, 2 А, 250 В, Предохранитель выводной",18,6385 шт.,/product/h520pt-2a
31," H520PT, 3,15А, 250 В, Предохранитель выводной",18,2740 шт.,/product/h520pt-3a
32," H520PT, 4 А, 250 В, Предохранитель выводной",18,1687 шт.,/product/h520pt-4a
33," H520PT, 5 А, 250 В, Предохранитель выводной",18,15419 шт.,/product/h520pt-5a
34," H520PT, 6 A, 250 В, Предохранитель выводной",18,2999 шт.,/product/h520pt-6a
35," H630 (ZH220), 0.25 А, 250 В, 6.3х30 мм, Предохранитель стеклянный быстродействующий",15,992 шт.,/product/h630-0.25a
36," H630 (ZH220), 0.5 А, 250 В, 6.3х30 мм, Предохранитель стеклянный быстродействующий",15,2839 шт.,/product/h630-0.5a
37," H630 (ZH220), 1 А, 250 В, 6.3х30 мм, Предохранитель стеклянный быстродействующий",15,4044 шт.,/product/h630-1a
38," H630 (ZH220), 2 А, 250 В, 6.3х30 мм, Предохранитель стеклянный быстродействующий",15,3115 шт.,/product/h630-2a
39," H630 (ZH220), 3 А, 250 В, 6.3х30 мм, Предохранитель стеклянный быстродействующий",15,4960 шт.,/product/h630-3a
40," H630 (ZH220), 3.15 А, 250 В, 6.3х30 мм, Предохранитель стеклянный быстродействующий",15,1794 шт.,/product/h630-3.15a
41," H630 (ZH220), 4 А, 250 В, 6.3х30 мм, Предохранитель стеклянный быстродействующий",15,3109 шт.,/product/h630-4a
42," H630 (ZH220), 5 А, 250 В, 6.3х30 мм, Предохранитель стеклянный быстродействующий",15,3360 шт.,/product/h630-5a
43," H630 (ZH220), 6 А, 250 В, 6.3х30 мм, Предохранитель стеклянный быстродействующий",15,3408 шт.,/product/h630-6a
44," H630 (ZH220), 8 А, 250 В, 6.3х30 мм, Предохранитель стеклянный быстродействующий",15,7176 шт.,/product/h630-8.0a
45," H630 (ZH220), 10 А, 250 B, 6.3х30 мм, Предохранитель стеклянный быстродействующий",15,15380 шт.,/product/h630-10a
46," H630 (ZH220), 15 А, 250 B, 6.3х30 мм, Предохранитель стеклянный быстродействующий",15,4500 шт.,/product/h630-15a
47," H630 (ZH220), 20 А, 250 B, 6.3х30 мм, Предохранитель стеклянный быстродействующий",15,7623 шт.,/product/h630-20a
48," ВПБ6-10В, 2 А, 250 В, Предохранитель",31,7113 шт.,/product/vpb6-10-2a
49," ВПБ6-11В, 3.15 А, 250 В, Предохранитель",38,4434 шт.,/product/vpb6-11-3.15a
50," ВПБ6-12В, 4 А, 250 В, Предохранитель",31,5204 шт.,/product/vpb6-12-4a
51," ВПБ6-13В, 5 А, 250 В, Предохранитель",31,2890 шт.,/product/vpb6-13-5a
52," ВПБ6-1В, 0.16 А, 250 В, Предохранитель",31,8173 шт.,/product/vpb6-1-0.16a
53," ВПБ6-23В, 2 А, 250 В, Предохранитель",41,653 шт.,/product/vpb6-23-2a
54," ВПБ6-24В, 3.15 А, 250 В, Предохранитель",41,1070 шт.,/product/vpb6-24-3.15a
55," ВПБ6-25, 4 А, 250 В, Предохранитель",41,511 шт.,/product/vpb6-25-4a
56," ВПБ6-26В, 5 А, 250 В, Предохранитель",38,1647 шт.,/product/vpb6-26-5a
57," ВПБ6-2В, 0.25 А, 250 В, Предохранитель",31,6525 шт.,/product/vpb6-2-0.25a
58," ВПБ6-31В, 0.5 А, 600 В, Предохранитель",58,716 шт.,/product/vpb6-31-0.5a
59," ВПБ6-33В, 1 А, 600 В, Предохранитель",50,355 шт.,/product/vpb6-33-1a
60," ВПБ6-36В, 2 А, 600 В, Предохранитель",58,1822 шт.,/product/vpb6-36-2a
61," ВПБ6-37В, 3.15 А, 600 В, Предохранитель",65,1634 шт.,/product/vpb6-37-3.15a
62," ВПБ6-38, 4 А, 600 В, Предохранитель",79,1287 шт.,/product/vpb6-38-4a
63," ВПБ6-39В, 5 А, 600 В, Предохранитель",65,1596 шт.,/product/vpb6-39-5a
64," ВПБ6-40, 6.3 А, 250 В, Предохранитель",65,1370 шт.,/product/vpb6-40-6.3a
65," ВПБ6-41, 8 А, 250 В, Предохранитель",58,382 шт.,/product/vpb6-41-8a
66," ВПБ6-42В, 10 А, 250 В, Предохранитель",65,2540 шт.,/product/vpb6-42-10a
67," ВПБ6-7В, 1 А, 250 В, Предохранитель",31,2315 шт.,/product/vpb6-7-1a
68," ВПБ6-9В, 1.6 А, 250 В, Предохранитель",31,875 шт.,/product/vpb6-9-1.6a
69," ВПТ19, 0.16 А, 250 В, Предохранитель",50,947 шт.,/product/vpt19-0.16a
70," ВПТ19, 0.25 А, 250 В, Предохранитель",42,1446 шт.,/product/vpt19-0.25a
71," ВПТ19, 0.315 А, 250 В, Предохранитель",50,989 шт.,/product/vpt19-0.315a
72," ВПТ19, 0.5 А, 250 В, Предохранитель",49,1457 шт.,/product/vpt19-0.5a
73," ВПТ19, 1 А, 250 В, Предохранитель",38,787 шт.,/product/vpt19-1a
74," ВПТ19, 2 А, 250 В, Предохранитель",38,554 шт.,/product/vpt19-2a
75," ВПТ19, 3.15 А, 250 В, Предохранитель",33,1416 шт.,/product/vpt19-3.15a
76," ВПТ6-10В, 2 А, 250 В, Предохранитель",26,6288 шт.,/product/vpt6-10-2a
77," ВПТ6-11В, 3.15 А, 250 В, Предохранитель",31,2797 шт.,/product/vpt6-11-3.15a
78," ВПТ6-12В, 4 А, 250 В, Предохранитель",31,1736 шт.,/product/vpt6-12-4a
79," ВПТ6-15, 0.25 А, 250 В, Предохранитель",21,1165 шт.,/product/vpt6-15-0.25a
80," ВПТ6-16В, 0.315 А, 250 В, Предохранитель",25,1192 шт.,/product/vpt6-16-0.315a
81," ВПТ6-1В, 0.16 А, 250 В, Предохранитель",30,1418 шт.,/product/vpt6-1-0.16a
82," ВПТ6-20, 1 А, 250 В, Предохранитель",28,3160 шт.,/product/vpt6-20-1a
83," ВПТ6-27В, 0.16 А, 600 В, Предохранитель",54,673 шт.,/product/vpt6-27v-0.16a600v-15-16g
84," ВПТ6-2В, 0.25 А, 250 В, Предохранитель",30,1021 шт.,/product/vpt6-2-0.25a
85," ВПТ6-3В, 0.315 А, 250 В, Предохранитель",31,410 шт.,/product/vpt6-3-0.315a
86," ВПТ6-5В, 0.5 А, 250 В, Предохранитель стеклянный",33,2977 шт.,/product/vpt6-5-0.5a
87," ВПТ6-6, 0.63 А, 250 В, Предохранитель",30,1589 шт.,/product/vpt6-6-0.63a
88," ВПТ6-7В, 1 А, 250 В, Предохранитель",30,5249 шт.,/product/vpt6-7-1a
89," ВПТ6-8В, 1.25 А, 250 В, Предохранитель",30,1943 шт.,/product/vpt6-8-1.25a
90," ВПТ6-9В, 1.6 А, 250 В, Предохранитель",31,565 шт.,/product/vpt6-9-1.6a
91," ПК30, 2 А, 250 В, Предохранитель",38,467 шт.,/product/pk30-2a
92," ПК45, 1 А, 600 В, Предохранитель",38,467 шт.,/product/pk45-1a
93," ПК45, 2 А, 600 В, Предохранитель",31,3408 шт.,/product/pk45-2a
94," ПК45, 3 А, 600 В, Предохранитель",31,3075 шт.,/product/pk45-3a
95," ПК45, 4 А, 600 В, Предохранитель",31,402 шт.,/product/pk45-4a
96," ПК45, 5 А, 600 В, Предохранитель",31,3821 шт.,/product/pk45-5a
97," Плавкая вставка ВПБ6-1 0,16А 250 В, 5×20 (10 шт.), Предохранитель ...",290,333 упак.,/product0/9000339423
98," Плавкая вставка ВПБ6-10 2А 250 В, 5×20 (10 шт.), Предохранитель ...",300,361 упак.,/product0/9000339424
99," Плавкая вставка ВПБ6-11 3,15А 250 В, 5×20 (10 шт.), Предохранитель ...",240,484 упак.,/product0/9000339425
100," Плавкая вставка ВПБ6-12 4А 250 В, 5×20 (10 шт.), Предохранитель ...",220,30 упак.,/product0/9000339426
101," Плавкая вставка ВПБ6-13 5А 250 В, 5×20 (10 шт.), Предохранитель ...",220,264 упак.,/product0/9000339427
102," Плавкая вставка ВПБ6-2 0,25А 250 В, 5×20 (10 шт.), Предохранитель ...",290,488 упак.,/product0/9000339428
103," Плавкая вставка ВПБ6-3 0,315А 250 В, 5×20 (10 шт.), Предохранитель ...",250,33 упак.,/product0/9000339429
104," Плавкая вставка ВПБ6-4 0,4А 250 В, 5×20 (10 шт.), Предохранитель ...",250,547 упак.,/product0/9000339430
105," Плавкая вставка ВПБ6-5 0,5А 250 В, 5×20 (10 шт.), Предохранитель ...",250,847 упак.,/product0/9000339431
106," Плавкая вставка ВПБ6-6 0,63А 250 В, 5×20 (10 шт.), Предохранитель ...",250,371 упак.,/product0/9000339432
107," Плавкая вставка ВПБ6-7 1А 250 В, 5×20 (10 шт.), Предохранитель быстродействующий ...",250,465 упак.,/product0/9000339433
108," Плавкая вставка ВПБ6-8 1,25А 250 В, 5×20 (10 шт.), Предохранитель ...",220,294 упак.,/product0/9000339434
109," Плавкая вставка ВПБ6-9 1,6А 250 В, 5×20 (10 шт.), Предохранитель ...",220,273 упак.,/product0/9000339435
110," Плавкая вставка ВПТ6-1 0,16А 250 В, 5×20 (10 шт.), Предохранитель замедленного ...",260,115 упак.,/product0/9000339441
111," Плавкая вставка ВПТ6-10 2А 250 В, 5×20 (10 шт.), Предохранитель замедленного ...",270,2 упак.,/product0/9000339442
112," Плавкая вставка ВПТ6-11 3,15А 250 В, 5×20 (10 шт.), Предохранитель замедленного ...",220,505 упак.,/product0/9000339443
113," Плавкая вставка ВПТ6-12 4А 250 В, 5×20 (10 шт.), Предохранитель замедленного ...",220,201 упак.,/product0/9000339444
114," Плавкая вставка ВПТ6-13 5А 250 В, 5×20 (10 шт.), Предохранитель замедленного ...",220,479 упак.,/product0/9000339445
115," Плавкая вставка ВПТ6-2 0,25А 250 В, 5×20 (10 шт.), Предохранитель замедленного ...",220,102 упак.,/product0/9000339446
116," Плавкая вставка ВПТ6-4 0,4А 250 В, 5×20 (10 шт.), Предохранитель замедленного ...",210,56 упак.,/product0/9000339448
117," Плавкая вставка ВПТ6-5 0,5А 250 В, 5×20 (10 шт.), Предохранитель замедленного ...",220,1 шт.,/product0/9000339449
118," Плавкая вставка ВПТ6-6 0,63А 250 В, 5×20 (10 шт.), Предохранитель замедленного ...",220,283 упак.,/product0/9000339450
119," Плавкая вставка ВПТ6-7 1А 250 В, 5×20 (10 шт.), Предохранитель замедленного ...",220,30 упак.,/product0/9000339451
120," Плавкая вставка ВПТ6-8 1,25А 250 В, 5×20 (10 шт.), Предохранитель замедленного ...",220,351 упак.,/product0/9000339452
121," Плавкая вставка ВПТ6-9 1,6А 250 В, 5×20 (10 шт.), Предохранитель замедленного ...",220,275 упак.,/product0/9000339453
122," Плавкая вставка Н520Б 10А 250 В, 5×20 (10 шт.), Предохранитель быстродействующий ...",250,949 упак.,/product0/9000339436
123," Плавкая вставка Н520Б 12А 250 В, 5×20 (10 шт.), Предохранитель быстродействующий ...",260,33 шт.,/product0/9000339437
124," Плавкая вставка Н520Т 8А 250 В, 5×20 (10 шт.), Предохранитель замедленного ...",220,175 упак.,/product0/9000339458
125," Плавкая вставка Н520Т 10А 250 В, 5×20 (10 шт.), Предохранитель замедленного ...",250,617 упак.,/product0/9000339454
126," Плавкая вставка Н520Т 12А 250 В, 5×20 (10 шт.), Предохранитель замедленного ...",240,158 упак.,/product0/9000339455
127," ПН50, 5 А, 600 В, Предохранитель",54,993 шт.,/product/pn50-5a
128," ПЦ-30, 5 А, 250 В, Предохранитель",38,2169 шт.,/product/pc-30-5a
129," СВЧ предохранитель 0,6 А, 5 КВ, Предохранитель для СВЧ (без держателя)",170,1912 шт.,/product/svch-0.6-a-5-kv
130," СВЧ предохранитель 0,7 А, 5 КВ, Предохранитель для СВЧ (без держателя)",240,1673 шт.,/product/svch-0.7-a-5-kv
131," СВЧ предохранитель 0,75 А , 5 КВ, Предохранитель для СВЧ (без держателя)",50,1280 шт.,/product/svch-0.75-a-5-kv
132," 0216.100TXP, Cartridge Fuses 250V 100mA IEC HBC Fast Acting,шт",2 940,1 шт.,/product0/9001506066
133," 0251.250MAT1L, 250mA, 125V, Предохранитель выводной",220,9 шт.,/product/0251.250mat1l-250ma-125v
134, 0430700000,570,26 шт.,/product/0430700000-weidmuller
135," 0473007.YRT1L, 7A PlugIn Fuses ROHS",66,5 шт.,/product/0473007.yrt1l-7a-plugin-fuses-rohs
136," 179020.0,05; 0.05 А, 250 В, 5х20 мм, F, Предохранитель стеклянный быстродействующий",160,441 шт.,/product/siba-179020-0.05
137," 179020.0,1; 0.1 А, 250 В, 5х20 мм, F, Предохранитель стеклянный быстродействующий",90,9304 шт.,/product/siba-179020-0.1
138," 179020.0,25; 0.25 А, 250 В, 5х20 мм, F, Предохранитель стеклянный быстродействующий",80,13865 шт.,/product/siba-179020-0.25
139," 179020.0,5; 0.5 А, 250 В, 5х20 мм, F, Предохранитель стеклянный быстродействующий",88,17400 шт.,/product/siba-179020-0.5
140," 179020.0,63; 0.63 А, 250 В, 5х20 мм, F, Предохранитель стеклянный быстродействующий",90,2211 шт.,/product/siba-179020-0.63
141," 179020.1,6; 1.6 А, 250 В, 5х20 мм, F, Предохранитель стеклянный быстродействующий",80,3573 шт.,/product/siba-179020-1.6
142," 179020.1; 1 А, 250 В, 5х20 мм, F, Предохранитель стеклянный быстродействующий",90,5841 шт.,/product/siba-179020-1
143," 179020.10; 10 А, 250 В, 5х20 мм, F, Предохранитель стеклянный быстродействующий",90,6663 шт.,/product/siba-179020-10
144," 179020.2; 2 А, 250 В, 5х20 мм, F, Предохранитель стеклянный быстродействующий",90,25643 шт.,/product/siba-179020-2
145," 179020.3,15; 3.15 А, 250 В, 5х20 мм, F, Предохранитель стеклянный быстродействующий",90,12321 шт.,/product/siba-179020-3.15
146," 179020.4; 4 А, 250 В, 5х20 мм, F, Предохранитель стеклянный быстродействующий",90,17288 шт.,/product/siba-179020-4
147," 179020.5; 5 А, 250 В, 5х20 мм, F, Предохранитель стеклянный быстродействующий",90,8923 шт.,/product/siba-179020-5
148," 179020.6,3; 6.3 А, 250 В, 5х20 мм, F, Предохранитель стеклянный быстродействующий",68,11603 шт.,/product/siba-179020-6.3
149," 179020.8; 8 А, 250 В, 5х20 мм, F, Предохранитель стеклянный быстродействующий",80,5488 шт.,/product/siba-179020-8
150," 179120.0,05, 0.05 А, 250В, 5х20 мм, Предохранитель стеклянный медленного срабатывания",93,4456 шт.,/product/h520-0.05
151," 179120.0,063, 0.063 А, 250В, 5х20 мм, Предохранитель стеклянный медленного ...",170,2338 шт.,/product/h520-0.063
152," 179120.0,08, 0.08 А, 250В, 5х20 мм, Предохранитель стеклянный медленного срабатывания",83,606 шт.,/product/h520-0.08
153," 189000.0,25; 0.25 А, 250 В, 6.3х32 мм, F, Предохранитель стеклянный быстродействующий",400,181 шт.,/product/siba-189000-0.25
154," 189000.0,315; 0.315 А, 250 В, 6.3х32 мм, F, Предохранитель стеклянный ...",92,984 шт.,/product/siba-189000-0.315
155," 189000.0,4; 0.4 А, 250 В, 6.3х32 мм, F, Предохранитель стеклянный быстродействующий",110,893 шт.,/product/siba-189000-0.4
156," 189000.0,5; 0.5 А, 250 В, 6.3х32 мм, F, Предохранитель стеклянный быстродействующий",110,390 шт.,/product/siba-189000-0.5
157," 189000.0,63; 0.63 А, 250 В, 6.3х32 мм, F, Предохранитель стеклянный быстродействующий",110,817 шт.,/product/siba-189000-0.63
158," 189000.0,8; 0.8 А, 250 В, 6.3х32 мм, F, Предохранитель стеклянный быстродействующий",110,885 шт.,/product/siba-189000-0.8
159," 189000.1,25; 1.25 А, 250 В, 6.3х32 мм, F, Предохранитель стеклянный быстродействующий",110,630 шт.,/product/siba-189000-1.25
160," 189000.1,6; 1.6 А, 250 В, 6.3х32 мм, F, Предохранитель стеклянный быстродействующий",110,602 шт.,/product/siba-189000-1.6
161," 189000.1; 1 А, 250 В, 6.3х32 мм, F, Предохранитель стеклянный быстродействующий",92,536 шт.,/product/siba-189000-1
162," 189000.10; 10 А, 250 В, 6.3х32 мм, F, Предохранитель стеклянный быстродействующий",110,2112 шт.,/product/siba-189000-10
163," 189000.12; 12 А, 250 В, 6.3х32 мм, F, Предохранитель стеклянный быстродействующий",110,1126 шт.,/product/siba-189000-12
164," 189000.15; 15 А, 250 В, 6.3х32 мм, F, Предохранитель стеклянный быстродействующий",88,1448 шт.,/product/siba-189000-15
165," 189000.2; 2 А, 250 В, 6.3х32 мм, F, Предохранитель стеклянный быстродействующий",90,408 шт.,/product/siba-189000-2
166," 189000.20; 20 А, 250 В, 6.3х32 мм, F, Предохранитель стеклянный быстродействующий",110,584 шт.,/product/siba-189000-20
167," 189000.3,15; 3.15 А, 250 В, 6.3х32 мм, F, Предохранитель стеклянный быстродействующий",110,1720 шт.,/product/siba-189000-3.15
168," 189000.4; 4 А, 250 В, 6.3х32 мм, F, Предохранитель стеклянный быстродействующий",110,1562 шт.,/product/siba-189000-4
169," 189000.5; 5 А, 250 В, 6.3х32 мм, F, Предохранитель стеклянный быстродействующий",110,1918 шт.,/product/siba-189000-5
170," 189000.6,3; 6.3 А, 250 В, 6.3х32 мм, F, Предохранитель стеклянный быстродействующий",88,969 шт.,/product/siba-189000-6.3
171," 189000.8; 8 А, 250 В, 6.3х32 мм, F, Предохранитель стеклянный быстродействующий",110,1044 шт.,/product/siba-189000-8
172," 520.622 (3,15A Быстр. Стекло)",46,10 шт.,/product/520.622-3.15a-bystr.steklo
173," 521.0250, 0.25 А, 250 В, 5×20, Предохранитель стеклянный быстродействующий",16,"5 недель, 6000 шт.",/product/521.0250-0.25-a-250-v-5-20
174," 521.0500, 0.5 А, 250 В, 5×20, Предохранитель стеклянный быстродействующий",16,"5 недель, 11980 шт.",/product/521.0500-0.5-a-250-v-5-20
175," 521.0630, 0.63 А, 250 В, 5×20, Предохранитель стеклянный быстродействующий",15,"5 недель, 5990 шт.",/product/521.0630-0.63-a-250-v-5-20
176," 521.1100, 1 А, 250 В, 5×20, Предохранитель стеклянный быстродействующий",15,"5 недель, 11535 шт.",/product/521.1100-1-a-250-v-5-20
177," 521.1160, 1.6 А, 250 В, 5×20, Предохранитель стеклянный быстродействующий",15,"5 недель, 5960 шт.",/product/521.1160-1.6-a-250-v-5-20
178," 521.1200, 2 А, 250 В, 5×20, Предохранитель стеклянный быстродействующий",15,"5 недель, 11938 шт.",/product/521.1200-2-a-250-v-5-20
179," 521.1300, 3 А, 250 В, 5×20, Предохранитель стеклянный быстродействующий",15,"5 недель, 5990 шт.",/product/521.1300-3-a-250-v-5-20
180," 521.1315, 3.15 А, 250 В, 5×20, Предохранитель стеклянный быстродействующий",15,"5 недель, 11930 шт.",/product/521.1315-3.15-a-250-v-5-20
181," 521.1400, 4 А, 250 В, 5×20, Предохранитель стеклянный быстродействующий",15,"5 недель, 5940 шт.",/product/521.1400-4-a-250-v-5-20
182," 521.1500, 5 А, 250 В, 5×20, Предохранитель стеклянный быстродействующий",15,"5 недель, 11947 шт.",/product/521.1500-5-a-250-v-5-20
183," 521.1630, 6.3 А, 250 В, 5×20, Предохранитель стеклянный быстродействующий",15,"5 недель, 11940 шт.",/product/521.1630-6.3-a-250-v-5-20
184," 521.1800, 8 А, 250 В, 5×20, Предохранитель стеклянный быстродействующий",16,"5 недель, 5950 шт.",/product/521.1800-8-a-250-v-5-20
185," 521.2100, 10 А, 250 В, 5×20, Предохранитель стеклянный быстродействующий",16,"5 недель, 11956 шт.",/product/521.2100-10-a-250-v-5-20
186," 522.0250, 0.25 А, 250 В, 5×20, Предохранитель стеклянный медленного срабатывания",16,"5 недель, 5995 шт.",/product/522.0250-0.25-a-250-v-5-20
187," 522.0500, 0.5 А, 250 В, 5×20, Предохранитель стеклянный медленного срабатывания",16,"5 недель, 6000 шт.",/product/522.0500-0.5-a-250-v-5-20
188," 522.0630, 0.63 А, 250 В, 5×20, Предохранитель стеклянный медленного срабатывания",15,"5 недель, 6000 шт.",/product/522.0630-0.63-a-250-v-5-20
189," 522.1100, 1 А, 250 В, 5×20, Предохранитель стеклянный медленного срабатывания",15,"5 недель, 5980 шт.",/product/522.1100-1-a-250-v-5-20
190," 522.1160, 1.6 А, 250 В, 5×20, Предохранитель стеклянный медленного срабатывания",15,"5 недель, 6000 шт.",/product/522.1160-1.6-a-250-v-5-20
191," 522.1200, 2 А, 250 В, 5×20, Предохранитель стеклянный медленного срабатывания",15,"5 недель, 6000 шт.",/product/522.1200-2-a-250-v-5-20
192," 522.1300, 3 А, 250 В, 5×20, Предохранитель стеклянный медленного срабатывания",15,"5 недель, 6000 шт.",/product/522.1300-3-a-250-v-5-20
193," 522.1315, 3.15 А, 250 В, 5×20, Предохранитель стеклянный медленного срабатывания",15,"5 недель, 5970 шт.",/product/522.1315-3.15-a-250-v-5-20
194," 522.1400, 4 А, 250 В, 5×20, Предохранитель стеклянный медленного срабатывания",15,"5 недель, 6000 шт.",/product/522.1400-4-a-250-v-5-20
195," 522.1500, 5 А, 250 В, 5×20, Предохранитель стеклянный медленного срабатывания",15,"5 недель, 5980 шт.",/product/522.1500-5-a-250-v-5-20
196," 522.1630, 6.3 А, 250 В, 5×20, Предохранитель стеклянный медленного срабатывания",15,"5 недель, 5980 шт.",/product/522.1630-6.3-a-250-v-5-20
197," 522.1800, 8 А, 250 В, 5×20, Предохранитель стеклянный медленного срабатывания",16,"5 недель, 6000 шт.",/product/522.1800-8-a-250-v-5-20
